1972 SIMMONS - TV STUDY - 6043 RESPONDENTS                              
 SOURCE: S72TV
 POINTER FILE: 72YPT.DAT 
 DATA FILE: INV72N.DAT
      7618 BITS PER RESPONDENT.
        12 BITS/WEIGHT
      4382 STARTING WEIGHT RECORD
 #RESP .NE. #MEN+#WOMEN.   OK?      15366 RESPONDENTS
      2677 MEN
         1 START BIT(MEN)
      3366 WOMEN
      7206 START BIT(WOMEN)
        32 CARDS/RESPONDENT
 
 COLS    YX0123456789 LOCATION
     190
     230
     300
     350
     400
     420
     430
     460
     464
     467
     468
     470
     480
     500
     560
     580
     600
     680
     700
     730
     750
     803
     804
     816
     818
     370
      77
     463
     808
     250
     590
     978
     978
     978
     978
     978
     978
     978
     978
     978
     978
     978
     978
     978
     978
    57 CLIENTS
 
 VEH/SEX        M              N
 AH    M  0.348759E-01  0.113472E+01
 AH    W  0.662046E-01  0.515620E+00
 AH    A  0.000000E+00  0.000000E+00
 ARG   M  0.643925E-01  0.111810E+01
 ARG   W  0.765718E-02  0.707703E+00
 ARG   A  0.000000E+00  0.000000E+00
 BAR   M  0.111050E-01  0.115871E+01
 BAR   W  0.547985E-02  0.422893E+01
 BAR   A  0.000000E+00  0.000000E+00
 BHG   M  0.118861E+00  0.119985E+01
 BHG   W  0.198303E+00  0.602876E+00
 BHG   A  0.000000E+00  0.000000E+00
 BW    M  0.742097E-01  0.119998E+01
 BW    W  0.125729E-01  0.119163E+01
 BW    A  0.000000E+00  0.000000E+00
 CC    M  0.175409E-01  0.722833E+00
 CC    W  0.104530E-01  0.115192E+02
 CC    A  0.000000E+00  0.000000E+00
 COS   M  0.162962E-01  0.152834E+01
 COS   W  0.341453E-01  0.572600E+00
 COS   A  0.000000E+00  0.000000E+00
 DUN   M  0.100004E-01  0.945180E+00
 DUN   W  0.999923E+00  0.341894E+05
 DUN   A  0.000000E+00  0.000000E+00
 EB    M  0.172582E-01  0.688112E+00
 EB    W  0.341562E-01  0.887449E+00
 EB    A  0.000000E+00  0.000000E+00
 ESQ   M  0.479628E-01  0.477807E+00
 ESQ   W  0.163945E-01  0.623888E+00
 ESQ   A  0.000000E+00  0.000000E+00
 FC    M  0.827755E-01  0.193065E+01
 FC    W  0.131135E+00  0.592920E+00
 FC    A  0.000000E+00  0.000000E+00
 FW    M  0.800656E-01  0.468080E+00
 FW    W  0.737476E-01  0.554310E+00
 FW    A  0.000000E+00  0.000000E+00
 FS    M  0.890306E-01  0.101509E+01
 FS    W  0.220851E-01  0.634571E+00
 FS    A  0.000000E+00  0.000000E+00
 FRB   M  0.122011E-01  0.575929E+00
 FRB   W  0.214092E-02  0.557739E+00
 FRB   A  0.000000E+00  0.000000E+00
 FOR   M  0.281817E-01  0.981129E+00
 FOR   W  0.657553E-02  0.974175E+00
 FOR   A  0.000000E+00  0.000000E+00
 GLA   M  0.185023E-01  0.536211E+01
 GLA   W  0.567691E-01  0.979577E+00
 GLA   A  0.000000E+00  0.000000E+00
 GD    M  0.117750E-01  0.462293E+00
 GD    W  0.651228E-02  0.103767E+01
 GD    A  0.000000E+00  0.000000E+00
 GH    M  0.391197E-01  0.808420E+00
 GH    W  0.211913E+00  0.874150E+00
 GH    A  0.000000E+00  0.000000E+00
 GA    M  0.408028E-01  0.255403E+01
 GA    W  0.731145E-03  0.270197E+01
 GA    A  0.000000E+00  0.000000E+00
 H&B   M  0.999999E+00  0.494527E+03
 H&B   W  0.710464E-01  0.276612E+01
 H&B   A  0.000000E+00  0.000000E+00
 HA    M  0.270322E-01  0.108223E+01
 HA    W  0.190556E-01  0.974947E+00
 HA    A  0.000000E+00  0.000000E+00
 HOL   M  0.100000E-03  0.322123E-02
 HOL   W  0.100000E-03  0.426692E-02
 HOL   A  0.000000E+00  0.000000E+00
 HR    M  0.604883E-01  0.104163E+01
 HR    W  0.283348E-02  0.360713E+00
 HR    A  0.000000E+00  0.000000E+00
 HG    M  0.153989E-01  0.626476E+00
 HG    W  0.344851E-01  0.588653E+00
 HG    A  0.000000E+00  0.000000E+00
 HB    M  0.100000E-03  0.519863E-02
 HB    W  0.100000E-03  0.261261E-02
 HB    A  0.000000E+00  0.000000E+00
 LHJ   M  0.318822E-01  0.910076E+00
 LHJ   W  0.165337E+00  0.611478E+00
 LHJ   A  0.000000E+00  0.000000E+00
 LC    M  0.882774E-02  0.476671E+01
 LC    W  0.968445E-02  0.452318E+00
 LC    A  0.000000E+00  0.000000E+00
 LI    M  0.345511E+00  0.864079E+00
 LI    W  0.239282E+00  0.806914E+00
 LI    A  0.000000E+00  0.000000E+00
 MSL   M  0.329882E-02  0.591946E+01
 MSL   W  0.219911E-01  0.572076E+00
 MSL   A  0.000000E+00  0.000000E+00
 MC    M  0.807667E-01  0.157880E+01
 MC    W  0.131107E+00  0.474776E+00
 MC    A  0.000000E+00  0.000000E+00
 MI    M  0.622869E-01  0.796612E+00
 MI    W  0.720500E-02  0.577966E+00
 MI    A  0.000000E+00  0.000000E+00
 MR    M  0.365864E-02  0.901012E+00
 MR    W  0.259398E-01  0.739012E+00
 MR    A  0.000000E+00  0.000000E+00
 MS    M  0.131802E-01  0.183599E+01
 MS    W  0.403003E-01  0.627169E+00
 MS    A  0.000000E+00  0.000000E+00
 MT    M  0.448823E-01  0.651088E+00
 MT    W  0.177878E-01  0.357583E+01
 MT    A  0.000000E+00  0.000000E+00
 NB    M  0.323424E-01  0.127573E+01
 NB    W  0.157768E-02  0.535194E+00
 NB    A  0.000000E+00  0.000000E+00
 NG    M  0.935959E-01  0.535226E+00
 NG    W  0.652405E-01  0.570623E+00
 NG    A  0.000000E+00  0.000000E+00
 NO    M  0.485553E-02  0.265487E+00
 NO    W  0.106332E-01  0.113994E+01
 NO    A  0.000000E+00  0.000000E+00
 NSW   M  0.193826E+00  0.106961E+01
 NSW   W  0.514350E-01  0.741583E+00
 NSW   A  0.000000E+00  0.000000E+00
 NY    M  0.241737E-01  0.689866E+00
 NY    W  0.104209E-01  0.668285E+00
 NY    A  0.000000E+00  0.000000E+00
 OL    M  0.611992E-01  0.690335E+00
 OL    W  0.387325E-01  0.201136E+01
 OL    A  0.000000E+00  0.000000E+00
 P     M  0.123161E+00  0.344543E+00
 P     W  0.125216E+00  0.385324E+00
 P     A  0.000000E+00  0.000000E+00
 PAR   M  0.126419E-01  0.125752E+01
 PAR   W  0.307742E-01  0.121746E+01
 PAR   A  0.000000E+00  0.000000E+00
 PEN   M  0.127719E-01  0.686701E+00
 PEN   W  0.533242E-02  0.343489E+01
 PEN   A  0.000000E+00  0.000000E+00
 PHO   M  0.766494E-02  0.436880E+00
 PHO   W  0.810476E-01  0.131365E+01
 PHO   A  0.000000E+00  0.000000E+00
 PLB   M  0.180542E+00  0.655003E+00
 PLB   W  0.353785E-01  0.635641E+00
 PLB   A  0.000000E+00  0.000000E+00
 PM    M  0.837065E-01  0.112192E+01
 PM    W  0.885359E-02  0.401629E+00
 PM    A  0.000000E+00  0.000000E+00
 PS    M  0.781325E-01  0.101829E+01
 PS    W  0.128602E-01  0.852307E+00
 PS    A  0.000000E+00  0.000000E+00
 PT    M  0.101712E-01  0.698094E+00
 PT    W  0.139583E-01  0.108260E+01
 PT    A  0.000000E+00  0.000000E+00
 RD    M  0.147613E+00  0.312155E+00
 RD    W  0.198337E+00  0.397820E+00
 RD    A  0.000000E+00  0.000000E+00
 RED   M  0.226312E-01  0.724597E+00
 RED   W  0.754024E-01  0.524396E+00
 RED   A  0.000000E+00  0.000000E+00
 SR    M  0.197177E-01  0.993015E+00
 SR    W  0.922789E-02  0.694676E+00
 SR    A  0.000000E+00  0.000000E+00
 17    M  0.181443E-01  0.387743E+01
 17    W  0.242557E-01  0.549408E+00
 17    A  0.000000E+00  0.000000E+00
 SP    M  0.431581E-01  0.424924E+00
 SP    W  0.750613E-02  0.877505E+00
 SP    A  0.000000E+00  0.000000E+00
 SPA   M  0.420875E-01  0.579862E+00
 SPA   W  0.142587E-01  0.840339E+00
 SPA   A  0.000000E+00  0.000000E+00
 SI    M  0.223582E+00  0.125837E+01
 SI    W  0.141938E-01  0.580936E+00
 SI    A  0.000000E+00  0.000000E+00
 TEN   M  0.140939E-01  0.476941E+01
 TEN   W  0.535769E-02  0.569373E+00
 TEN   A  0.000000E+00  0.000000E+00
 TI    M  0.206474E+00  0.879013E+00
 TI    W  0.707084E-01  0.492890E+00
 TI    A  0.000000E+00  0.000000E+00
 TR    M  0.721734E-01  0.140421E+01
 TR    W  0.129868E-01  0.778913E+00
 TR    A  0.000000E+00  0.000000E+00
 TS    M  0.154222E-01  0.919753E+00
 TS    W  0.688452E-01  0.859947E+00
 TS    A  0.000000E+00  0.000000E+00
 TVG   M  0.180580E+00  0.479650E+00
 TVG   W  0.136486E+00  0.332805E+00
 TVG   A  0.000000E+00  0.000000E+00
 USN   M  0.593721E-01  0.578873E+00
 USN   W  0.613694E-01  0.134178E+01
 USN   A  0.000000E+00  0.000000E+00
 WSJ   M  0.402044E-01  0.676108E+00
 WSJ   W  0.333370E-01  0.192104E+01
 WSJ   A  0.000000E+00  0.000000E+00
 WD    M  0.207565E-01  0.597061E+00
 WD    W  0.169419E+00  0.712306E+00
 WD    A  0.000000E+00  0.000000E+00
 FLY   M  0.394218E-01  0.335672E+01
 FLY   W  0.807282E-02  0.105156E+01
 FLY   A  0.000000E+00  0.000000E+00
 LI5   M  0.240916E+00  0.889609E+00
 LI5   W  0.176564E+00  0.930529E+00
 LI5   A  0.000000E+00  0.000000E+00
 LIA   M  0.240916E+00  0.889609E+00
 LIA   W  0.176564E+00  0.930529E+00
 LIA   A  0.000000E+00  0.000000E+00
 TR1   M  0.100455E+00  0.259142E+01
 TR1   W  0.320308E-01  0.255258E+01
 TR1   A  0.000000E+00  0.000000E+00
 NDA   M  0.108065E+01  0.378076E+00
 NDA   W  0.943584E+00  0.342544E+00
 NDA   A  0.000000E+00  0.000000E+00
 NSA   M  0.711699E+00  0.284006E+00
 NSA   W  0.728931E+00  0.301203E+00
 NSA   A  0.000000E+00  0.000000E+00
 BHS   M  0.131259E-01  0.899364E+00
 BHS   W  0.160770E-01  0.347795E+00
 BHS   A  0.000000E+00  0.000000E+00
 BHT   M  0.602738E-01  0.119804E+01
 BHT   W  0.814714E-01  0.495647E+00
 BHT   A  0.000000E+00  0.000000E+00
 BHE   M  0.107069E-01  0.932004E+00
 BHE   W  0.271144E-01  0.559765E+00
 BHE   A  0.000000E+00  0.000000E+00
 BHW   M  0.233745E-01  0.105189E+01
 BHW   W  0.203901E-01  0.469379E+00
 BHW   A  0.000000E+00  0.000000E+00
 PSC   M  0.342940E-02  0.836191E+00
 PSC   W  0.214021E-01  0.422989E+00
 PSC   A  0.000000E+00  0.000000E+00
 RII   M  0.147613E+00  0.312155E+00
 RII   W  0.198337E+00  0.397820E+00
 RII   A  0.000000E+00  0.000000E+00
 FW*   M  0.800656E-01  0.468080E+00
 FW*   W  0.737476E-01  0.554310E+00
 FW*   A  0.000000E+00  0.000000E+00
 NS1   M  0.999297E+00  0.438590E+00
 NS1   W  0.937940E+00  0.405263E+00
 NS1   A  0.000000E+00  0.000000E+00
 NS2   M  0.734392E+00  0.910422E+00
 NS2   W  0.669143E+00  0.807868E+00
 NS2   A  0.000000E+00  0.000000E+00
 NS3   M  0.662463E+00  0.974266E+00
 NS3   W  0.864196E+00  0.867767E+00
 NS3   A  0.000000E+00  0.000000E+00
 NS4   M  0.432616E+00  0.965652E+00
 NS4   W  0.295226E+00  0.136583E+01
 NS4   A  0.000000E+00  0.000000E+00
 NS5   M  0.736045E+00  0.583054E+00
 NS5   W  0.364357E+00  0.126287E+01
 NS5   A  0.000000E+00  0.000000E+00
 NS6   M  0.281021E+00  0.169119E+01
 NS6   W  0.774448E+00  0.460271E+00
 NS6   A  0.000000E+00  0.000000E+00
 NS7   M  0.000000E+00  0.000000E+00
 NS7   W  0.000000E+00  0.000000E+00
 NS7   A  0.000000E+00  0.000000E+00
 A12   M  0.211298E+00  0.146086E+01
 A12   W  0.160982E+00  0.119644E+01
 A12   A  0.000000E+00  0.000000E+00
 ASJ   M  0.665775E-01  0.621693E+00
 ASJ   W  0.531998E-01  0.644125E+00
 ASJ   A  0.000000E+00  0.000000E+00
 AIF   M  0.287545E+00  0.119573E+01
 AIF   W  0.267788E+00  0.114971E+01
 AIF   A  0.000000E+00  0.000000E+00
 AMC   M  0.540702E-02  0.210630E+01
 AMC   W  0.207295E-01  0.626748E+00
 AMC   A  0.000000E+00  0.000000E+00
 ABS   M  0.297070E-01  0.347526E+01
 ABS   W  0.782758E-01  0.560420E+01
 ABS   A  0.000000E+00  0.000000E+00
 AW    M  0.111060E-01  0.522526E+00
 AW    W  0.433836E-01  0.462875E+00
 AW    A  0.000000E+00  0.000000E+00
 ARN   M  0.732308E-01  0.119949E+01
 ARN   W  0.162965E+00  0.150376E+01
 ARN   A  0.000000E+00  0.000000E+00
 AWT   M  0.117448E-01  0.376372E+00
 AWT   W  0.637130E-01  0.521578E+00
 AWT   A  0.000000E+00  0.000000E+00
 BC    M  0.662248E-01  0.111781E+01
 BC    W  0.419005E-01  0.738174E+00
 BC    A  0.000000E+00  0.000000E+00
 BH    M  0.207602E-01  0.134958E+01
 BH    W  0.342244E-01  0.101703E+01
 BH    A  0.000000E+00  0.000000E+00
 BWP   M  0.150565E+00  0.317485E+01
 BWP   W  0.134518E+00  0.204848E+01
 BWP   A  0.000000E+00  0.000000E+00
 BWD   M  0.240457E-01  0.236058E+01
 BWD   W  0.376120E-01  0.980277E+00
 BWD   A  0.000000E+00  0.000000E+00
 BO    M  0.823551E-01  0.789801E+00
 BO    W  0.143458E+00  0.883552E+00
 BO    A  0.000000E+00  0.000000E+00
 BON   M  0.112490E+00  0.583118E+00
 BON   W  0.159739E+00  0.717264E+00
 BON   A  0.000000E+00  0.000000E+00
 BB    M  0.117163E+00  0.152585E+01
 BB    W  0.194408E+00  0.150274E+01
 BB    A  0.000000E+00  0.000000E+00
 BP    M  0.507716E-02  0.442985E+00
 BP    W  0.263182E-01  0.528979E+00
 BP    A  0.000000E+00  0.000000E+00
 CCO   M  0.143702E+00  0.146346E+01
 CCO   W  0.716521E-01  0.977921E+00
 CCO   A  0.000000E+00  0.000000E+00
 CAN   M  0.112625E+00  0.727578E+00
 CAN   W  0.113638E+00  0.986871E+00
 CAN   A  0.000000E+00  0.000000E+00
 CK    M  0.541957E-02  0.839957E+00
 CK    W  0.217710E-01  0.110500E+01
 CK    A  0.000000E+00  0.000000E+00
 CB    M  0.122859E+00  0.806070E+00
 CB    W  0.146399E+00  0.745492E+00
 CB    A  0.000000E+00  0.000000E+00
 CTB   M  0.697834E-01  0.164005E+01
 CTB   W  0.993470E-01  0.279909E+01
 CTB   A  0.000000E+00  0.000000E+00
 CON   M  0.144868E-01  0.747653E+00
 CON   W  0.359152E-01  0.659036E+00
 CON   A  0.000000E+00  0.000000E+00
 CEF   M  0.693883E-01  0.140051E+01
 CEF   W  0.141148E+00  0.154796E+01
 CEF   A  0.000000E+00  0.000000E+00
 DA    M  0.179376E+00  0.277448E+01
 DA    W  0.113034E+00  0.159449E+01
 DA    A  0.000000E+00  0.000000E+00
 DG    M  0.211784E-01  0.161348E+01
 DG    W  0.349356E-01  0.101099E+01
 DG    A  0.000000E+00  0.000000E+00
 DOL   M  0.106616E-01  0.479452E+00
 DOL   W  0.425852E-01  0.496864E+00
 DOL   A  0.000000E+00  0.000000E+00
 DM    M  0.922459E-01  0.604114E+00
 DM    W  0.117014E+00  0.786657E+00
 DM    A  0.000000E+00  0.000000E+00
 DVD   M  0.198009E+00  0.183445E+01
 DVD   W  0.201595E+00  0.160538E+01
 DVD   A  0.000000E+00  0.000000E+00
 DSH   M  0.924029E-02  0.878280E+00
 DSH   W  0.244816E-01  0.940639E+00
 DSH   A  0.000000E+00  0.000000E+00
 DR    M  0.114256E-01  0.524761E+00
 DR    W  0.385062E-01  0.502464E+00
 DR    A  0.000000E+00  0.000000E+00
 DD    M  0.109326E+00  0.103438E+01
 DD    W  0.227254E+00  0.108244E+01
 DD    A  0.000000E+00  0.000000E+00
 EON   M  0.127860E-01  0.654434E+00
 EON   W  0.413670E-01  0.431476E+00
 EON   A  0.000000E+00  0.000000E+00
 FTN   M  0.460596E-01  0.275103E+01
 FTN   W  0.492589E-01  0.417736E+01
 FTN   A  0.000000E+00  0.000000E+00
 FA    M  0.192343E-01  0.123039E+01
 FA    W  0.544532E-01  0.101284E+01
 FA    A  0.000000E+00  0.000000E+00
 FBI   M  0.109391E+00  0.687588E+00
 FBI   W  0.101820E+00  0.535693E+00
 FBI   A  0.000000E+00  0.000000E+00
 FWL   M  0.143370E+00  0.521993E+00
 FWL   W  0.175448E+00  0.503135E+00
 FWL   A  0.000000E+00  0.000000E+00
 FUF   M  0.193683E+00  0.163640E+01
 FUF   W  0.274391E+00  0.199291E+01
 FUF   A  0.000000E+00  0.000000E+00
 FUS   M  0.581049E-01  0.107324E+01
 FUS   W  0.866963E-01  0.120894E+01
 FUS   A  0.000000E+00  0.000000E+00
 GHS   M  0.122718E-01  0.711255E+00
 GHS   W  0.396853E-01  0.441762E+00
 GHS   A  0.000000E+00  0.000000E+00
 DUGT  M  0.403636E-01  0.293430E+01
 DUGT  W  0.202043E+00  0.786623E+01
 DUGT  A  0.000000E+00  0.000000E+00
 GC    M  0.815282E-01  0.620645E+00
 GC    W  0.927213E-01  0.607151E+00
 GC    A  0.000000E+00  0.000000E+00
 GP    M  0.238893E-01  0.100448E+01
 GP    W  0.413313E-01  0.108158E+01
 GP    A  0.000000E+00  0.000000E+00
 GLF   M  0.142181E+00  0.293449E+01
 GLF   W  0.151986E+00  0.310622E+01
 GLF   A  0.000000E+00  0.000000E+00
 GL    M  0.891894E-02  0.565012E+00
 GL    W  0.485111E-01  0.549418E+00
 GL    A  0.000000E+00  0.000000E+00
 GUN   M  0.976517E-01  0.351877E+00
 GUN   W  0.115405E+00  0.475435E+00
 GUN   A  0.000000E+00  0.000000E+00
 HFO   M  0.138933E+00  0.578414E+00
 HFO   W  0.116025E+00  0.538594E+00
 HFO   A  0.000000E+00  0.000000E+00
 HL    M  0.126029E+00  0.905602E+00
 HL    W  0.258954E+00  0.110819E+01
 HL    A  0.000000E+00  0.000000E+00
 HS    M  0.202852E-01  0.755529E+00
 HS    W  0.457724E-01  0.750037E+00
 HS    A  0.000000E+00  0.000000E+00
 IRN   M  0.791331E-01  0.649970E+00
 IRN   W  0.903495E-01  0.548138E+00
 IRN   A  0.000000E+00  0.000000E+00
 IA    M  0.221616E-01  0.260756E+01
 IA    W  0.627144E-01  0.102593E+02
 IA    A  0.000000E+00  0.000000E+00
 JEO   M  0.189417E-01  0.612720E+00
 JEO   W  0.387656E-01  0.684569E+00
 JEO   A  0.000000E+00  0.000000E+00
 JS    M  0.163300E+00  0.184045E+01
 JS    W  0.207731E+00  0.163848E+01
 JS    A  0.000000E+00  0.000000E+00
 LMD   M  0.253812E-01  0.124372E+01
 LMD   W  0.495559E-01  0.907850E+00
 LMD   A  0.000000E+00  0.000000E+00
 LS    M  0.835282E-01  0.737681E+00
 LS    W  0.104240E+00  0.620355E+00
 LS    A  0.000000E+00  0.000000E+00
 LST   M  0.745425E-02  0.477863E+00
 LST   W  0.407408E-01  0.523443E+00
 LST   A  0.000000E+00  0.000000E+00
 LOL   M  0.124462E-01  0.104565E+01
 LOL   W  0.374209E-01  0.589273E+00
 LOL   A  0.000000E+00  0.000000E+00
 LAP   M  0.108576E+00  0.112604E+01
 LAP   W  0.957866E-01  0.949914E+00
 LAP   A  0.000000E+00  0.000000E+00
 LAD   M  0.126920E-01  0.170343E+01
 LAD   W  0.257932E-01  0.124872E+01
 LAD   A  0.000000E+00  0.000000E+00
 LB    M  0.222538E-01  0.133404E+01
 LB    W  0.391995E-01  0.115259E+01
 LB    A  0.000000E+00  0.000000E+00
 MTC   M  0.293308E-01  0.606027E+00
 MTC   W  0.307876E-01  0.789156E+00
 MTC   A  0.000000E+00  0.000000E+00
 MNX   M  0.102845E+00  0.541730E+00
 MNX   W  0.141689E+00  0.520314E+00
 MNX   A  0.000000E+00  0.000000E+00
 MW    M  0.125517E+00  0.687452E+00
 MW    W  0.171290E+00  0.507901E+00
 MW    A  0.000000E+00  0.000000E+00
 MTM   M  0.161470E+00  0.140214E+01
 MTM   W  0.199019E+00  0.138300E+01
 MTM   A  0.000000E+00  0.000000E+00
 MCT   M  0.851598E-01  0.558993E+00
 MCT   W  0.148043E+00  0.522591E+00
 MCT   A  0.000000E+00  0.000000E+00
 MTP   M  0.206896E-01  0.119926E+01
 MTP   W  0.247883E-01  0.211288E+01
 MTP   A  0.000000E+00  0.000000E+00
 MIP   M  0.114593E+00  0.861147E+00
 MIP   W  0.109194E+00  0.771626E+00
 MIP   A  0.000000E+00  0.000000E+00
 MSQ   M  0.786116E-01  0.685270E+00
 MSQ   W  0.921659E-01  0.580731E+00
 MSQ   A  0.000000E+00  0.000000E+00
 MF    M  0.117794E+00  0.875662E+00
 MF    W  0.138648E+00  0.928154E+00
 MF    A  0.000000E+00  0.000000E+00
 MM    M  0.105230E+00  0.880154E+00
 MM    W  0.129828E+00  0.104484E+01
 MM    A  0.000000E+00  0.000000E+00
 MOW   M  0.800209E-01  0.677183E+00
 MOW   W  0.126408E+00  0.651317E+00
 MOW   A  0.000000E+00  0.000000E+00
 MOE   M  0.113841E+00  0.109865E+01
 MOE   W  0.104344E+00  0.111459E+01
 MOE   A  0.000000E+00  0.000000E+00
 MMY   M  0.113868E+00  0.732437E+00
 MMY   W  0.991494E-01  0.738199E+00
 MMY   A  0.000000E+00  0.000000E+00
 MST   M  0.122460E+00  0.123679E+01
 MST   W  0.113422E+00  0.117160E+01
 MST   A  0.000000E+00  0.000000E+00
 MAS   M  0.158375E+00  0.910229E+00
 MAS   W  0.133927E+00  0.773168E+00
 MAS   A  0.000000E+00  0.000000E+00
 DUMCS M  0.144428E+00  0.929925E+00
 DUMCS W  0.145463E+00  0.119510E+01
 DUMCS A  0.000000E+00  0.000000E+00
 MTH   M  0.127642E+00  0.910438E+00
 MTH   W  0.117390E+00  0.855619E+00
 MTH   A  0.000000E+00  0.000000E+00
 MTS   M  0.948929E-01  0.137015E+01
 MTS   W  0.283260E+00  0.169559E+01
 MTS   A  0.000000E+00  0.000000E+00
 NAP   M  0.809832E-01  0.298889E+01
 NAP   W  0.874472E-01  0.179072E+01
 NAP   A  0.000000E+00  0.000000E+00
 NEW   M  0.237402E-01  0.124842E+01
 NEW   W  0.476843E-01  0.954495E+00
 NEW   A  0.000000E+00  0.000000E+00
 NAS   M  0.629680E-01  0.159017E+01
 NAS   W  0.584025E-01  0.167675E+01
 NAS   A  0.000000E+00  0.000000E+00
 NCC   M  0.826754E-01  0.665060E+00
 NCC   W  0.110404E+00  0.989024E+00
 NCC   A  0.000000E+00  0.000000E+00
 NCH   M  0.932622E-02  0.223804E+01
 NCH   W  0.111987E-01  0.147224E+01
 NCH   A  0.000000E+00  0.000000E+00
 NCR   M  0.817833E-01  0.290950E+01
 NCR   W  0.830573E-01  0.359806E+01
 NCR   A  0.000000E+00  0.000000E+00
 NCM   M  0.142724E+00  0.252573E+01
 NCM   W  0.937011E-01  0.191563E+01
 NCM   A  0.000000E+00  0.000000E+00
 NNC   M  0.520580E-01  0.745248E+00
 NNC   W  0.505520E-01  0.781721E+00
 NNC   A  0.000000E+00  0.000000E+00
 NNU   M  0.584328E-01  0.171621E+01
 NNU   W  0.118365E+00  0.396558E+01
 NNU   A  0.000000E+00  0.000000E+00
 NI    M  0.692574E-01  0.587299E+00
 NI    W  0.819897E-01  0.100547E+01
 NI    A  0.000000E+00  0.000000E+00
 NGL   M  0.786482E-01  0.741016E+00
 NGL   W  0.675442E-01  0.650307E+00
 NGL   A  0.000000E+00  0.000000E+00
 OC    M  0.149511E+00  0.177279E+01
 OC    W  0.199744E+00  0.189449E+01
 OC    A  0.000000E+00  0.000000E+00
 OHT   M  0.832889E-01  0.845956E+00
 OHT   W  0.890542E-01  0.937403E+00
 OHT   A  0.000000E+00  0.000000E+00
 OM    M  0.718223E-01  0.794971E+00
 OM    W  0.936241E-01  0.640333E+00
 OM    A  0.000000E+00  0.000000E+00
 OLL   M  0.697743E-02  0.791624E+00
 OLL   W  0.231717E-01  0.505500E+00
 OLL   A  0.000000E+00  0.000000E+00
 PTN   M  0.826169E-01  0.150833E+01
 PTN   W  0.101569E+00  0.220259E+01
 PTN   A  0.000000E+00  0.000000E+00
 PTF   M  0.110006E+00  0.149060E+01
 PTF   W  0.167706E+00  0.122650E+01
 PTF   A  0.000000E+00  0.000000E+00
 PAS   M  0.191838E-01  0.170042E+01
 PAS   W  0.369603E-01  0.942807E+00
 PAS   A  0.000000E+00  0.000000E+00
 PER   M  0.586171E-01  0.154527E+01
 PER   W  0.424089E-01  0.119000E+01
 PER   A  0.000000E+00  0.000000E+00
 R22   M  0.102353E+00  0.113992E+01
 R22   W  0.146366E+00  0.123603E+01
 R22   A  0.000000E+00  0.000000E+00
 RML   M  0.872091E-01  0.570767E+00
 RML   W  0.108724E+00  0.634831E+00
 RML   A  0.000000E+00  0.000000E+00
 SOC   M  0.130302E-01  0.710439E+00
 SOC   W  0.335873E-01  0.682503E+00
 SOC   A  0.000000E+00  0.000000E+00
 SAR   M  0.646519E-01  0.112534E+01
 SAR   W  0.686735E-01  0.809510E+00
 SAR   A  0.000000E+00  0.000000E+00
 SFT   M  0.956643E-02  0.950984E+00
 SFT   W  0.422918E-01  0.558536E+00
 SFT   A  0.000000E+00  0.000000E+00
 SS    M  0.938431E-02  0.837199E+00
 SS    W  0.344657E-01  0.524091E+00
 SS    A  0.000000E+00  0.000000E+00
 SW    M  0.908438E-01  0.257276E+01
 SW    W  0.129184E+00  0.429906E+01
 SW    A  0.000000E+00  0.000000E+00
 SMF   M  0.955742E-01  0.202514E+01
 SMF   W  0.212352E+00  0.359917E+01
 SMF   A  0.000000E+00  0.000000E+00
 SOM   M  0.531998E-02  0.690173E+00
 SOM   W  0.276995E-01  0.513263E+00
 SOM   A  0.000000E+00  0.000000E+00
 DCV   M  0.265435E-01  0.251679E+01
 DCV   W  0.308130E-01  0.253961E+01
 DCV   A  0.000000E+00  0.000000E+00
 JC    M  0.584981E-01  0.231039E+01
 JC    W  0.551205E-01  0.143135E+01
 JC    A  0.000000E+00  0.000000E+00
 MGF   M  0.202714E-01  0.188615E+01
 MGF   W  0.302047E-01  0.198040E+01
 MGF   A  0.000000E+00  0.000000E+00
 TOD   M  0.197695E-01  0.124669E+01
 TOD   W  0.254594E-01  0.906230E+00
 TOD   A  0.000000E+00  0.000000E+00
 TG    M  0.213546E-01  0.449622E+01
 TG    W  0.339990E-01  0.133851E+01
 TG    A  0.000000E+00  0.000000E+00
 TOM   M  0.785446E-02  0.486612E+00
 TOM   W  0.301749E-01  0.105255E+01
 TOM   A  0.000000E+00  0.000000E+00
 WHI   M  0.665065E-02  0.977474E+00
 WHI   W  0.314490E-01  0.741507E+00
 WHI   A  0.000000E+00  0.000000E+00
 WWW   M  0.141626E-01  0.716873E+00
 WWW   W  0.275116E-01  0.749823E+00
 WWW   A  0.000000E+00  0.000000E+00
 WWD   M  0.617204E-01  0.703573E+00
 WWD   W  0.109260E+00  0.871877E+00
 WWD   A  0.000000E+00  0.000000E+00
 DU112 M  0.352835E-01  0.220510E+01
 DU112 W  0.264873E-01  0.259772E+01
 DU112 A  0.000000E+00  0.000000E+00
 DU103 M  0.211519E-01  0.261762E+01
 DU103 W  0.195137E-01  0.283038E+01
 DU103 A  0.000000E+00  0.000000E+00
 DU101 M  0.120708E-01  0.254847E+01
 DU101 W  0.252223E-01  0.285915E+01
 DU101 A  0.000000E+00  0.000000E+00
 DUSUL M  0.862050E-01  0.205636E+01
