 09QI4T21  100    1 3376
 09QI4T31  100    1 3376
 09QI4U11  100    1 3376
 09QI4U21  100    1 3376
 09QI4U31  100    1 3376
 09QI4V11  100    1 3376
 09QI4V21  100    1 3376
 09QI4V31  100    1 3376
 09R EV11  100    1 3376
 09R EW11  100    1 3376
 09R4V311  100    1 3376
 09R4V331  100    1 3376
 0AE2T\11    1    1 3040
 0AQB P11    1    1 2778
 0B32]121    1    2 2109
 0B3FBS11    1    1 2109
 0B3GK\11    1    1 2109
 0BB31121    1    1  463
 0BB31321    1    1  463
 0BB31521    1    1  463
 0BBC5J21    1    1  463
 0BBGM721    1    1  463
 0BBHED21    1    1  463
 0BBHFV21    1    1  463
 0BBHRB21    1    1  463
 0BBJ5Q21    1    1  463
 0BD 6V21    1    1  463
 0BE31I21    1    1  463
 0BE31W21    1    1  463
 0BE32W21    1    1  463
 0BE32X21    1    1  463
 0BEA]721    1    1  463
 0BEB4Z21    1    1  463
 0BEBCJ21    1    1  463
 0B[36M21    1    8 2778
 0C43 Q11    1    1 3032
 0C43 T11    1    1 3032
 0CB3B611    1    1  140
 0CS3CA11    1    1  185
 0CS3CJ11    1    1  185
 0D83H711    1    1 1572
 0DF3IM21    1    1 1697
 0DH1RN11  100    1 3376
 0DHGM 31  100    1 3376
 0DHGMA31  100    1 3376
 0DHGMB31  100    1 3376
 0DHGMC31  100    1 3376
 0DHGMD31  100    1 3376
 0DHGMF31  100    1 3376
 0DHGMG31  100    1 3376
 0DHI]N31  100    1 3376
 0DHJCR31  100    1 3376
 0DK3J711  100    1 3376
 0EA3X421    1    3  121
 0EAGE]11    1   21  121
 0EAGE]21    1   21  121
 0EAGV521    1   22  121
 0EAGV621    1    1  121
 0EAGV911    1    3  121
 0EAGV921    1   24  121
 0EAGVA11    1   23  121
 0EAGVA21    1   23  121
 0EAGVB21    1   27  121
 0EAJ8P11    1   25  121
 0EAJ8P21    1   25  121
 0EAJ8Q11    1   26  121
 0EAJ8Q21    1   26  121
 0EJ40Y11    1   62  121
 0EJ40Y21    1   62  121
 0EJIXX11    1   61  121
 0EJIXX21    1   61  121
 0EJJ]611    1   63  121
 0EJJ]621    1   63  121
 0EJJ]711    1   64  121
 0EJJ]721    1   64  121
 0EJJ]811    1   65  121
 0EJJ]821    1   65  121
 0EL42 21    1    1  121
 0EL42111    1    3  121
 0EL42211    1   11  121
 0EL42221    1   11  121
 0EL42311    1    3  121
 0EL42321    1    1  121
 0EL42411    1   12  121
 0EL42421    1   12  121
 0EL42521    1   15  121
 0EL42711    1   14  121
 0EL42721    1   14  121
 0EL42811    1   13  121
 0EL42821    1   13  121
 0EL42921  100    1  121
 0EL42931  100    1  121
 0EL42A21    1    1  121
 0EP42L11    1    1  119
 0E]45G31  100    1 3376
 0E]9FJ31  100    1 3376
 0E]9FT31  100    1 3376
 0E]9FU31  100    1 3376
 0E]9FW31  100    1 3376
 0E]9FX31  100    1 3376
 0E]B1J31  100    1 3376
 0E]B1K31  100    1 3376
 0E]BMP11  100    1 3376
 0E]BMP31  100    1 3376
 0E]BTH31  100    1 3376
 0E]C\ 31  100    1 3376
 0E]DF\31  100    1 3376
 0E]G2Z31  100    1 3376
 0E]GWZ31  100    1 3376
 0E]HAW31  100    1 3376
 0E]IT311  100    1 3376
 0E]J6131  100    1 3376
 0E]JQ431  100    1 3376
 0E]JY731  100    1 3376
 0E]JY831  100    1 3376
 0F5 5U11    1    1  557
 0F5 8W11    1    1  557
 0F5 8X11    1    1  557
 0F5 ][11    1    1  557
 0F546M11    1    1  557
 0F546Y11    1    1  557
 0F547 11    1    1  557
 0F547211    1    1  557
 0F547311    1    1  557
 0F547511    1    1  557
 0F547611    1    1  557
 0F547711    1    1  557
 0F547811    1    1  557
 0F547911    1    1  557
 0F547A11    1    1  557
 0F547B11    1    1  557
 0F547C11    1    1  557
 0F547D11    1    1  557
 0F547E11    1    1  557
 0F547F11    1    1  557
 0F547G11    1    1  557
 0F547H11    1    1  557
 0F547I11    1    1  557
 0F547J11    1    1  557
 0F547L11    1    1  557
 0F547M11    1    1  557
 0F547N11    1    1  557
 0F547P11    1    1  557
 0F547Q11    1    1  557
 0F547R11    1    1  557
 0F547S11    1    1  557
 0F547T11    1    1  557
 0F547W11    1    1  557
 0F547Z11    1    1  557
 0F547[11    1    1  557
 0F547]11    1    1  557
 0F548011    1    1  557
 0F548211    1    1  557
 0F548311    1    1  557
 0F548411    1    1  557
 0F548611    1    1  557
 0F54OV11    1    1  557
 0F54OW11    1    1  557
 0F54OX11    1    1  557
 0F54OY11    1    1  557
 0F54Z011    1    1  557
 0F59J 11    1    1  557
 0F59J211    1    1  557
 0F59J311    1    1  557
 0F59J411    1    1  557
 0F59J511    1    1  557
 0F59J711    1    1  557
 0F59J811    1    1  557
 0F59JA11    1    1  557
 0F59JB11    1    1  557
 0F59JC11    1    1  557
 0F59JD11    1    1  557
 0F59JE11    1    1  557
 0F59JG11    1    1  557
 0F5A8O11    1    1  557
 0F5A8P11    1    1  557
 0F5AGK11    1    1  557
 0F5AQN11    1    1  557
 0F5AQP11    1    1  557
 0F5ARL11    1    1  557
 0F5ARN11    1    1  557
 0F5BMS11    1    1  557
 0F5BQC11    1    1  557
 0F5BQD11    1    1  557
 0F5C7Z11    1    1  557
 0F5CN411    1    1  557
 0F5CP511    1    1  557
 0F5CP611    1    1  557
 0F5CP711    1    1  557
 0F5D2J11    1    1  557
 0F5D2K11    1    1  557
 0F5DFX11    1    1  557
 0F5FGW11    1    1  557
 0F5F]F11    1    1  557
 0F5G R11    1    1  557
 0F5G S11    1    1  557
 0F5G U11    1    1  557
 0F5GK311    1    1  557
 0F5GK411    1    1  557
 0FB4 J11    1    1 2360
